candidate_id,decision,reviewer,review_note,expected_issue_types,pet_group,target_species,target_scope,normalized_name,brand,category_id,subcategory_id,confidence,issue_details,suggested_actions,source,raw_title,source_url,image_url,jan_code,model_number
candidate-2479ef19497067e42d5df0a2,,,,target_species_unknown|variant_merge_uncertain,cat,,unconfirmed,新 またたび 食物繊維で毛玉ケア,スマック,cat_treat,subcat_006,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,スマック 新 またたび 食物繊維で毛玉ケア 2g,https://product.rakuten.co.jp/product/-/94be420b13e61afd343a12e1ef815166/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,4970022022570,
candidate-248ab6b03aac0746d4bc0fde,,,,target_species_unknown,cat,,unconfirmed,Pramy オメガプラス ウェットフード チキン・チーズゼリー,Peaker株式会社,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,Pramy オメガプラス ウェットフード チキン・チーズゼリー 70g,https://product.rakuten.co.jp/product/-/c90df0ae1981fd1671644bd7a09d2af4/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,8859601044485,
candidate-24fba05e94b79f619a0a6d92,,,,target_species_unknown,cat,,unconfirmed,バッグ ドライ 毛玉ケア5種ブレンド かつお・まぐろ・鯛・海藻・大麦味,モンプチ,cat_treat,subcat_006,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,モンプチ バッグ ドライ 毛玉ケア5種ブレンド かつお・まぐろ・鯛・海藻・大麦味(600g),https://product.rakuten.co.jp/product/-/e16ea2024b0dd73073d3645fee27f5b6/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PEE/NPG/1AF/WHO/0d61e124c2ce19ccbd7a68b4e837d68c.jpg?_ex=128x128,4902201206211,12574280
candidate-24fccd2e1ae8b7d8f64ccdfd,,,,target_species_unknown|variant_merge_uncertain,dog,,unconfirmed,ペットライン プロフェッショナルバランス 1歳まで子いぬ用,プロフェッショナル・バランス,dog_food,dog_dry_food,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,yahoo_shopping,ペットライン プロフェッショナルバランス 1歳まで子いぬ用 6kg,https://store.shopping.yahoo.co.jp/kurosu/33130608ku.html,https://item-shopping.c.yimg.jp/i/j/kurosu_33130608ku,4902418059426,
candidate-25d748144d4239e0734a28ef,,,,target_species_unknown,cat,,unconfirmed,アンセストラルダイエット ドライフード スキン&コート サーモンレシピ 85397,シグネチャー7,cat_food,subcat_001,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,シグネチャー7 アンセストラルダイエット ドライフード スキン&コート サーモンレシピ 400g 85397,https://product.rakuten.co.jp/product/-/54f21b75612e2cb82273ae4dcb32c374/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,0753692085397,
candidate-26d3476f9262261b27d81c55,,,,target_species_unknown,cat,,unconfirmed,ドライ バッグ ナチュラル 毛玉ケア ターキー入りチキンの贅沢,モンプチ,cat_treat,subcat_006,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,モンプチ ドライ バッグ ナチュラル 毛玉ケア ターキー入りチキンの贅沢(500g),https://product.rakuten.co.jp/product/-/903db615a852bb74bfc2baabee011440/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PEF/ZHK/FIC/RK2/35db352633d6aea003e4503eb44eaf9d.jpg?_ex=128x128,4902201213073,12459207
candidate-2801fd2b4a807014d1c892e7,,,,target_species_unknown,cat,,unconfirmed,ウエットフード デイリーメニューサーモン入りお肉のムース,アルモネイチャー,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,アルモネイチャー ウエットフード デイリーメニューサーモン入りお肉のムース(85g),https://product.rakuten.co.jp/product/-/1a8a35b835292051a9a74ee6efeb5da3/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PEE/NBO/LUB/54S/b5902b0f663dd5ae90c6f8d593065481.jpg?_ex=128x128,8001154125320,alm158
candidate-2dc650350e591bfe8de4bd92,,,,target_species_unknown|variant_merge_uncertain,dog,,unconfirmed,ロイヤルカナン ケーナイン ケア ニュートリション ドライフード ミニ ステアライズド,ロイヤルカナン ジャポン,dog_food,dog_dry_food,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,ロイヤルカナン ケーナイン ケア ニュートリション ドライフード ミニ ステアライズド 4kg,https://product.rakuten.co.jp/product/-/8172b50179a70d0922b3c760b1aca68e/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/sh/PEE/N4P/JPD/EQQ/9c3b7ff34f0c65262e228592fff30b5a.jpg?_ex=128x128,3182550902465,3182550902465
candidate-2f55b0c2bc30125db40857fa,,,,variant_merge_uncertain,cat,,group_wide,ねこ元気 お魚と野菜ミックス,ユニ・チャーム,cat_health,subcat_024,0.45,分類・統合confidence=0.45,バリエーション差と統合先を人手で確認する。,rakuten_product_navi,ユニ・チャーム ねこ元気 お魚と野菜ミックス 2kg,https://product.rakuten.co.jp/product/-/56bd62001dafb4e9a6aa997570daf0a7/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/hm/PEE/NIG/ZPY/X1U/7580495fe00def425a6a55c9ba5dc715.jpg?_ex=128x128,4520699679111,4520699679111
candidate-3193d1be6d3cb67876edd3bf,,,,target_species_unknown,cat,,unconfirmed,ウエットフード デイリーメニューチキンムース,アルモネイチャー,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,アルモネイチャー ウエットフード デイリーメニューチキンムース(85g),https://product.rakuten.co.jp/product/-/95a897c246e65d0fc964f02d03c1432e/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PEE/NBA/X7D/GNR/c25ac103d1820e0ca0ae7e2f57ef0afa.jpg?_ex=128x128,8001154125023,alm153
candidate-35dd92a6f73fec6017f030c6,,,,target_species_unknown,dog,,unconfirmed,レジーム チキン 食事療法食,ナチュラルハーベスト,therapeutic_food,therapeutic_food,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,レジーム チキン 食事療法食(5kg),https://product.rakuten.co.jp/product/-/a12593cd076af5943441116e5014b17d/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PFC/5M1/ICB/1L5/e3f15554a364703c238da62d4ed140a2.jpg?_ex=128x128,4521254013029,10613
candidate-372d480e3200c3ec8813fde3,,,,target_species_unknown,cat,,unconfirmed,ウエットフード まぐろとチキン、ハムジェリー,アルモネイチャー,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,アルモネイチャー ウエットフード まぐろとチキン、ハムジェリー(55g),https://product.rakuten.co.jp/product/-/106ae2a38c44c81b497ccbdadf3a8df7/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,8001154126174,
candidate-3edcf89845b21900a4436c7d,,,,target_species_unknown,cat,,unconfirmed,贅沢うまみ仕立て 毛玉ケア まぐろ・かつお・煮干し・白身魚・しらす味,銀のスプーン,cat_treat,subcat_006,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,銀のスプーン 贅沢うまみ仕立て 毛玉ケア まぐろ・かつお・煮干し・白身魚・しらす味(800g),https://product.rakuten.co.jp/product/-/17995b014cb165c08277dc0580bfba8e/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PFU/QI7/SQV/ZV2/e16be8045ed11f4f8bc35d15ff7f780c.jpg?_ex=128x128,4520699863480,
candidate-3f04c6940cb7f68029d5cf0c,,,,target_species_unknown|variant_merge_uncertain,dog,,unconfirmed,PURSUIT OF LOVE きらきら ぼくらのなみだごはん 食事療法食・肝臓,パシュートオブラブ,therapeutic_food,therapeutic_food,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,PURSUIT OF LOVE きらきら ぼくらのなみだごはん 食事療法食・肝臓 800g,https://product.rakuten.co.jp/product/-/8bc4d8538e1d051b9be9569bbafed3a1/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,4573106000466,
candidate-45559c1852e1b4edc78f1913,,,,target_species_unknown|variant_merge_uncertain,cat,,unconfirmed,バッグ ドライ 毛玉ケア 5種のブレンド,モンプチ,cat_treat,subcat_006,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,モンプチ バッグ ドライ 毛玉ケア 5種のブレンド(600g),https://product.rakuten.co.jp/product/-/167752b24448ca183e9e7bc78ca7f4cf/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PFJ/P25/C5D/590/62becef4fe1806ec269defb07af52f69.jpg?_ex=128x128,4902201217941,4902201217941
candidate-4888e2e7ddc5a02a84d626a8,,,,target_species_unknown,cat,,unconfirmed,AatasCat アタス ウェットフード グレインフリー チキン&クラブ,Aatas Cat,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,AatasCat アタス ウェットフード グレインフリー チキン&クラブ 80g,https://product.rakuten.co.jp/product/-/96c3c8a33fcf7010aaa7279dd4cff65b/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,8885003130105,
candidate-49b6eb46d587cfef7b82705b,,,,target_species_unknown,dog,,unconfirmed,レジーム チキン 食事療法食,ナチュラルハーベスト,therapeutic_food,therapeutic_food,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,レジーム チキン 食事療法食(1.1kg),https://product.rakuten.co.jp/product/-/0ad9ee370a553f6d375694cac8cee74d/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PF9/BOL/JTB/MXN/7840ee8092b8e2aac3f48f6c1f28be38.jpg?_ex=128x128,4521254012343,4521254012343
candidate-4bec1c80e467d989700dae28,,,,target_species_unknown,cat,,unconfirmed,Pramy ウェットフード パウチ ツナ・チキンゼリー,Peaker株式会社,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,Pramy ウェットフード パウチ ツナ・チキンゼリー 70g,https://product.rakuten.co.jp/product/-/08c3d2e4188ab21458ee7594100d7123/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,8859601044270,
candidate-533b51ecd91317e944ef2bdc,,,,target_species_unknown|variant_merge_uncertain,cat,,unconfirmed,Pramy ウェットフード ツナゼリー 44362,Peaker株式会社,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,Pramy ウェットフード ツナゼリー 70g 44362,https://product.rakuten.co.jp/product/-/73161047a2359e930d1acb42256ec8b3/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,8859601044362,
candidate-54ec7e0a63dfe33f9b7548ef,,,,target_species_unknown|variant_merge_uncertain,dog,,unconfirmed,セミモイストフード 国産鶏肉&馬肉,ミシュワン,semi_moist_food,semi_moist_food,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,ミシュワン セミモイストフード 国産鶏肉＆馬肉(80g),https://product.rakuten.co.jp/product/-/a941c8a5b721b121a6fe68482e6d0b90/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PFO/6O4/5QL/CLT/853d2e334a3fedba72419480f0c8c3bf.jpg?_ex=128x128,4570067420289,
candidate-55ce9c387c1f1e14317b98c4,,,,target_species_unknown,cat,,unconfirmed,ロイヤルカナン フィーライン ヘルス ニュートリション ウェットフード キトン ゼリー,ロイヤルカナン ジャポン,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,ロイヤルカナン フィーライン ヘルス ニュートリション ウェットフード キトン ゼリー 85g,https://product.rakuten.co.jp/product/-/010c337600e8744221401cfd4104b118/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/sh/PEE/NBO/BO7/VY1/9c44a8930f15d4a5fd1db6ca2a222d1c.jpg?_ex=128x128,9003579311714,キトン
candidate-5a6007270ec1c864e83fecc5,,,,target_species_unknown,cat,,unconfirmed,15歳以上用 健康な長生きのために チキン ドライフード シニア,アイムス,cat_food,subcat_001,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,アイムス 15歳以上用 健康な長生きのために チキン ドライフード シニア(1.5kg),https://product.rakuten.co.jp/product/-/fac7aa6d91c28d1b2b88e43331f2880d/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PEE/N4R/FLJ/NWL/909020f8eb046b0f36bd941eb691a59c.jpg?_ex=128x128,4902397842057,4902397842057
candidate-5a85b842048dceca4746a63e,,,,target_species_unknown,cat,,unconfirmed,Pramy ウェットフード ステアライズド ツナ・サーモンゼリー,Peaker株式会社,cat_food,subcat_002,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,Pramy ウェットフード ステアライズド ツナ・サーモンゼリー 70g,https://product.rakuten.co.jp/product/-/e9b8d530a26cf806375bf1b6b0f56232/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,8859601044294,
candidate-5b0de952c04421deb3937981,,,,target_species_unknown|variant_merge_uncertain,dog,,unconfirmed,1st Wet Food Venison ナチュラルウェット鹿肉,1stWetFood,dog_food,dog_wet_food,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,1st Wet Food Venison ナチュラルウェット鹿肉 100g,https://product.rakuten.co.jp/product/-/87eef622e26c85b511b2cfde6b45ddc9/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,4573320077510,
candidate-5c16b434c7d8da94d2f489ab,,,,target_species_unknown|variant_merge_uncertain,cat,,unconfirmed,贅沢素材バラエティ 毛玉ケア,銀のスプーン,cat_treat,subcat_006,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,銀のスプーン 贅沢素材バラエティ 毛玉ケア(1.1kg),https://product.rakuten.co.jp/product/-/debf36bb0643592a2c80bc3ee2a960de/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PEE/N58/ZNP/SNC/3279f721beb57384500ec47a63ab8f3c.jpg?_ex=128x128,4520699648988,4520699648988
candidate-63253ce412610f2107593f38,,,,target_species_unknown,dog,,unconfirmed,いつものごちそう ウェットフード ビーフ&野菜 11歳以上用,ペットアイ,dog_food,dog_wet_food,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,ペットアイ いつものごちそう ウェットフード ビーフ&野菜 100g 11歳以上用,https://product.rakuten.co.jp/product/-/7f73e065a0e79b89c5b79d551879054a/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,4522620101333,
candidate-632f2f9af101fd4d712655b4,,,,variant_merge_uncertain,cat,,group_wide,下部尿路の健康維持用 1歳~10歳頃まで,ねこ元気,cat_health,subcat_024,0.45,分類・統合confidence=0.45,バリエーション差と統合先を人手で確認する。,rakuten_product_navi,ねこ元気 下部尿路の健康維持用 1歳～10歳頃まで(2.8kg),https://product.rakuten.co.jp/product/-/f4d063e2e75ed7660697a65eea2a1241/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PEE/N5J/UF6/WB8/a3d2d6d85221cc22e8f085c5dc41d7cd.jpg?_ex=128x128,4520699697153,69715
candidate-671b66f0e88528597802b061,,,,target_species_unknown|variant_merge_uncertain,dog,,unconfirmed,PURSUIT OF LOVE きらきら ぼくらのなみだごはん 食事療法食・心臓,パシュートオブラブ,therapeutic_food,therapeutic_food,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,rakuten_product_navi,PURSUIT OF LOVE きらきら ぼくらのなみだごはん 食事療法食・心臓 800g,https://product.rakuten.co.jp/product/-/abeae961e7a4c4423ee05ee84566a102/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,4573106000480,
candidate-6aa90214595fbab28471bea8,,,,target_species_unknown|variant_merge_uncertain,dog,,unconfirmed,アドバンス 尿石ケア pHサポート 11歳から ペットライン,メディコート,dog_food,dog_dry_food,0.45,商品名・説明から具体的な対象種を確認できない。 / 分類・統合confidence=0.45,メーカー公式の商品説明で対象種を確認する。 / バリエーション差と統合先を人手で確認する。,yahoo_shopping,メディコート アドバンス 尿石ケア pHサポート 11歳から 6kg(500g×12) ペットライン 返品種別B,https://store.shopping.yahoo.co.jp/joshin/4902418002446-73-30002801.html,https://item-shopping.c.yimg.jp/i/j/joshin_4902418002446-73-30002801,4902418002446,
candidate-6dad60aa56dc19863c75373f,,,,target_species_unknown,dog,,unconfirmed,ドライフード チキン&ダック,ナチュラリーフレッシュ,dog_food,dog_dry_food,0.45,商品名・説明から具体的な対象種を確認できない。,メーカー公式の商品説明で対象種を確認する。,rakuten_product_navi,ナチュラリーフレッシュ ドライフード チキン&ダック 2.27kg,https://product.rakuten.co.jp/product/-/278e02e33e9d3beb485be6c01609d694/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,,4589514210267,
candidate-70500ee44b4528fb9d4ee577,,,,variant_merge_uncertain,cat,,group_wide,健康に育つ子ねこ用 お魚とお肉ミックス,ねこ元気,cat_health,subcat_024,0.45,分類・統合confidence=0.45,バリエーション差と統合先を人手で確認する。,rakuten_product_navi,ねこ元気 健康に育つ子ねこ用(離乳から12ヶ月) お魚とお肉ミックス(1.6kg),https://product.rakuten.co.jp/product/-/9381ca89d0537cee09d2f4bdd5324a76/?rafcid=wsc_i_ps_73e738b0-b0b2-4c81-a75d-493b024af8f0,https://r.r10s.jp/g/gran_img/ko/PEE/N3X/XBG/C83/4fe9daa5c6f94a2bd13a027031584dbb.jpg?_ex=128x128,4520699610336,4520699610336
