product_id,parent_product_id,base_product_name,product_name,brand_id,brand_name,manufacturer,category_id,category_name,subcategory_id,subcategory_name,product_type,variations_or_target,priority,note,source_url,is_active,content_amount,flavor,scent,variant_source,split_status,needs_research,review_reason,verification_status,verified_source_url,verified_note,verified_at
product_0009_vf002,product_0009,AllWell 避妊・去勢した猫の体重ケア,AllWell 避妊・去勢した猫の体重ケア フィッシュ味 750g,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,体重ケア,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,750g,フィッシュ味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで避妊・去勢後体重ケアの味・容量を確認,2026-07-08
product_0009_vf003,product_0009,AllWell 避妊・去勢した猫の体重ケア,AllWell 避妊・去勢した猫の体重ケア フィッシュ味 1.5kg,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,体重ケア,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,1.5kg,フィッシュ味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで避妊・去勢後体重ケアの味・容量を確認,2026-07-08
product_0009_vf004,product_0009,AllWell 避妊・去勢した猫の体重ケア,AllWell 避妊・去勢した猫の体重ケア フィッシュ味 2.4kg,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,体重ケア,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,2.4kg,フィッシュ味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで避妊・去勢後体重ケアの味・容量を確認,2026-07-08
product_0009_vf006,product_0009,AllWell 避妊・去勢した猫の体重ケア,AllWell 避妊・去勢した猫の体重ケア チキン味 2.4kg(480g×5袋),brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,体重ケア,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,2.4kg(480g×5袋),チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで避妊・去勢後体重ケアの味・容量を確認,2026-07-08
product_0010_vf002,product_0010,AllWell 腎臓の健康維持用,AllWell 腎臓の健康維持用 フィッシュ味（10歳以上） 1.5kg,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,シニア/腎臓ケア系,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,1.5kg,フィッシュ味（10歳以上）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで腎臓健康維持用の年齢別・容量を確認,2026-07-08
product_0010_vf003,product_0010,AllWell 腎臓の健康維持用,AllWell 腎臓の健康維持用 フィッシュ味（10歳以上） 2.4kg,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,シニア/腎臓ケア系,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,2.4kg,フィッシュ味（10歳以上）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで腎臓健康維持用の年齢別・容量を確認,2026-07-08
product_0010_vf005,product_0010,AllWell 腎臓の健康維持用,AllWell 腎臓の健康維持用 フィッシュ味（15歳以上） 1.5kg,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,シニア/腎臓ケア系,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,1.5kg,フィッシュ味（15歳以上）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで腎臓健康維持用の年齢別・容量を確認,2026-07-08
product_0010_vf006,product_0010,AllWell 腎臓の健康維持用,AllWell 腎臓の健康維持用 フィッシュ味（15歳以上） 2.4kg,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,シニア/腎臓ケア系,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,2.4kg,フィッシュ味（15歳以上）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで腎臓健康維持用の年齢別・容量を確認,2026-07-08
product_0014_vf003,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 室内猫用 チキン入り 1.8kg,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699656853.html,true,1.8kg,チキン入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699656853.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0014_vf005,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 室内猫用 まぐろ入り 1.8kg,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699684351.html,true,1.8kg,まぐろ入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699684351.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0014_vf007,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 10歳頃～ チキン入り 1.8kg,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699658819.html,true,1.8kg,チキン入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699658819.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0014_vf009,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 室内猫用 ひざ・関節の健康維持用 チキン入り 1.8kg,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699697511.html,true,1.8kg,チキン入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699697511.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0015_vf002,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚ミックス（まぐろ・かつお・白身魚入り） 2.0kg,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,2.0kg,お魚ミックス（まぐろ・かつお・白身魚入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0015_vf003,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚ミックス（まぐろ・かつお・白身魚入り） 3.5kg,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,3.5kg,お魚ミックス（まぐろ・かつお・白身魚入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0015_vf005,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚とお肉ミックス（まぐろ・白身魚・チキン・緑黄色野菜入り） 2.0kg,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,2.0kg,お魚とお肉ミックス（まぐろ・白身魚・チキン・緑黄色野菜入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0015_vf006,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚とお肉ミックス（まぐろ・白身魚・チキン・緑黄色野菜入り） 3.5kg,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,3.5kg,お魚とお肉ミックス（まぐろ・白身魚・チキン・緑黄色野菜入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0015_vf008,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚と野菜入りミックス（まぐろ・かつお・白身魚・緑黄色野菜入り） 2.0kg,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,2.0kg,お魚と野菜入りミックス（まぐろ・かつお・白身魚・緑黄色野菜入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0015_vf009,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚と野菜入りミックス（まぐろ・かつお・白身魚・緑黄色野菜入り） 3.5kg,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,3.5kg,お魚と野菜入りミックス（まぐろ・かつお・白身魚・緑黄色野菜入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0017_vf002,product_0017,ねこ元気 複数ねこ用,ねこ元気 複数ねこ用 お魚とお肉のスペシャルブレンド（まぐろ・かつお・白身魚・チキン入り） 5.0kg,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699630456.html,true,5.0kg,お魚とお肉のスペシャルブレンド（まぐろ・かつお・白身魚・チキン入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699630456.html,公式商品ページで複数ねこ用の味・容量を確認,2026-07-08
product_0035_vf002,product_0035,メディファス 1歳から,メディファス 1歳から チキン味 1.5kg(250g×6袋),brand_056,メディファス,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/medyfas/products/catfood/1-year-old-chicken/,true,1.5kg(250g×6袋),チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/medyfas/products/catfood/1-year-old-chicken/,公式商品ページで1歳からチキン味の容量を確認。他フレーバーは別途追加候補,2026-07-08
product_0035_vf003,product_0035,メディファス 1歳から,メディファス 1歳から チキン味 3kg(500g×6袋),brand_056,メディファス,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/medyfas/products/catfood/1-year-old-chicken/,true,3kg(500g×6袋),チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/medyfas/products/catfood/1-year-old-chicken/,公式商品ページで1歳からチキン味の容量を確認。他フレーバーは別途追加候補,2026-07-08
product_0035_vf004,product_0035,メディファス 1歳から,メディファス 1歳から チキン味 6kg(500g×12袋),brand_056,メディファス,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/medyfas/products/catfood/1-year-old-chicken/,true,6kg(500g×12袋),チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/medyfas/products/catfood/1-year-old-chicken/,公式商品ページで1歳からチキン味の容量を確認。他フレーバーは別途追加候補,2026-07-08
product_0039_vf002,product_0039,メディファス 11歳から,メディファス 11歳から チキン味 3kg(500g×6袋),brand_056,メディファス,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/medyfas/products/catfood/11-year-old-chicken/,true,3kg(500g×6袋),チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/medyfas/products/catfood/11-year-old-chicken/,公式商品ページで11歳からチキン味の容量を確認。他フレーバーは別途追加候補,2026-07-08
product_0039_vf003,product_0039,メディファス 11歳から,メディファス 11歳から チキン味 6kg(500g×12袋),brand_056,メディファス,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/medyfas/products/catfood/11-year-old-chicken/,true,6kg(500g×12袋),チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/medyfas/products/catfood/11-year-old-chicken/,公式商品ページで11歳からチキン味の容量を確認。他フレーバーは別途追加候補,2026-07-08
product_0068_r4001,product_0068,ロイヤルカナン FHN ヘアボールケア,ロイヤルカナン FHN ヘアボールケア 400g,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/hairball-care-2534,true,400g,該当なし,該当なし,,,,,,,,
product_0068_r4002,product_0068,ロイヤルカナン FHN ヘアボールケア,ロイヤルカナン FHN ヘアボールケア 2kg,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/hairball-care-2534,true,2kg,該当なし,該当なし,,,,,,,,
product_0069_r4001,product_0069,ロイヤルカナン FHN ユリナリーケア,ロイヤルカナン FHN ユリナリーケア 400g,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/urinary-care-1800,true,400g,該当なし,該当なし,,,,,,,,
product_0069_r4002,product_0069,ロイヤルカナン FHN ユリナリーケア,ロイヤルカナン FHN ユリナリーケア 2kg,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/urinary-care-1800,true,2kg,該当なし,該当なし,,,,,,,,
product_0070_r4001,product_0070,ロイヤルカナン FHN センシブル,ロイヤルカナン FHN センシブル 400g,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/sensible-33-2521,true,400g,該当なし,該当なし,,,,,,,,
product_0070_r4002,product_0070,ロイヤルカナン FHN センシブル,ロイヤルカナン FHN センシブル 2kg,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/sensible-33-2521,true,2kg,該当なし,該当なし,,,,,,,,
product_0070_r4003,product_0070,ロイヤルカナン FHN センシブル,ロイヤルカナン FHN センシブル 4kg,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/sensible-33-2521,true,4kg,該当なし,該当なし,,,,,,,,
product_0070_r4004,product_0070,ロイヤルカナン FHN センシブル,ロイヤルカナン FHN センシブル 15kg,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/sensible-33-2521,true,15kg,該当なし,該当なし,,,,,,,,
product_0071_r4001,product_0071,ロイヤルカナン キトン,ロイヤルカナン キトン 400g,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/kitten-2522,true,400g,該当なし,該当なし,,,,,,,,
product_0071_r4002,product_0071,ロイヤルカナン キトン,ロイヤルカナン キトン 2kg,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/kitten-2522,true,2kg,該当なし,該当なし,,,,,,,,
product_0071_r4003,product_0071,ロイヤルカナン キトン,ロイヤルカナン キトン 10kg,brand_060,ロイヤルカナン,ロイヤルカナン,cat_food,フード,subcat_001,ドライフード,公式確認SKU,年齢/猫種/健康ニーズ別,A,総合栄養食の主要ライン,https://www.royalcanin.com/jp/cats/products/retail-products/kitten-2522,true,10kg,該当なし,該当なし,,,,,,,,
product_0204_r4001,product_0204,デオトイレ 消臭・抗菌サンド,デオトイレ 消臭・抗菌サンド 2L,brand_030,デオトイレ,ユニ・チャーム,cat_litter_toilet,猫砂・トイレ,subcat_013,システムトイレ用チップ/砂,公式確認SKU,鉱物系/紙系/ふんわり香る/複数ねこ用等,A,シート・サンドは消耗品の最優先カテゴリ,https://jp.unicharmpet.com/ja/products/cat/toiletcare-deotoilet-4520699646700.html,true,2L,該当なし,該当なし,,,,,,,,
product_0204_r4002,product_0204,デオトイレ 消臭・抗菌サンド,デオトイレ 消臭・抗菌サンド 4L,brand_030,デオトイレ,ユニ・チャーム,cat_litter_toilet,猫砂・トイレ,subcat_013,システムトイレ用チップ/砂,公式確認SKU,鉱物系/紙系/ふんわり香る/複数ねこ用等,A,シート・サンドは消耗品の最優先カテゴリ,https://jp.unicharmpet.com/ja/products/cat/toiletcare-deotoilet-4520699646700.html,true,4L,該当なし,該当なし,,,,,,,,
product_0205_r4001,product_0205,デオトイレ 飛び散らない消臭・抗菌サンド,デオトイレ 飛び散らない消臭・抗菌サンド 2L,brand_030,デオトイレ,ユニ・チャーム,cat_litter_toilet,猫砂・トイレ,subcat_013,システムトイレ用チップ/砂,公式確認SKU,小粒/大粒系,A,シート・サンドは消耗品の最優先カテゴリ,https://jp.unicharmpet.com/ja/deotoilet/lineup/sand.html,true,2L,該当なし,該当なし,,,,,,,,
product_0205_r4002,product_0205,デオトイレ 飛び散らない消臭・抗菌サンド,デオトイレ 飛び散らない消臭・抗菌サンド 4L,brand_030,デオトイレ,ユニ・チャーム,cat_litter_toilet,猫砂・トイレ,subcat_013,システムトイレ用チップ/砂,公式確認SKU,小粒/大粒系,A,シート・サンドは消耗品の最優先カテゴリ,https://jp.unicharmpet.com/ja/deotoilet/lineup/sand.html,true,4L,該当なし,該当なし,,,,,,,,
product_0206_v02,product_0206,デオトイレ 消臭・抗菌シート,デオトイレ 消臭・抗菌シート 20枚,brand_030,デオトイレ,ユニ・チャーム,cat_litter_toilet,猫砂・トイレ,subcat_014,システムトイレ用シート/マット,システムトイレ用シート,10枚/20枚/複数ねこ用/香り付き等,A,シート・サンドは消耗品の最優先カテゴリ,https://jp.unicharmpet.com/ja/deotoilet/lineup.html,true,20枚,該当なし,該当なし,content=product_name_or_variation;flavor=not_applicable;scent=not_applicable_or_not_found,split_or_normalized,false,,not_in_review_queue,,,
