product_id,verification_status,official_url,source_type,checked_at,verification_note
pet-aquarium_fish-047,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_lineup,2026-07-18,公式商品一覧でイージーブラインを確認。
pet-reptile_amphibian-001,verified_active,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式両生類・爬虫類用飼料一覧でカメプロスを確認。
pet-reptile_amphibian-002,verified_active,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式両生類・爬虫類用飼料一覧でカメプロス プレミアムを確認。
pet-reptile_amphibian-003,verified_active,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式両生類・爬虫類用飼料一覧でカメプロス 沈下性を確認。
pet-reptile_amphibian-004,verified_active,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式現行名称は超おおきなカメのエサ ハイパークリア。容量を除くプロダクトとして確認。
pet-reptile_amphibian-005,verified_active,https://www.kyorin-net.co.jp/extra/ex12.html,official_product_page,2026-07-18,公式商品ページでレオパゲルを確認。ヒョウモントカゲモドキ向け総合栄養食。
pet-reptile_amphibian-006,not_found_official,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式現行名称はフトアゴゲルでありひかりクレスト フトアゴは確認できない。名称変更・重複候補。
pet-reptile_amphibian-007,not_found_official,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式現行名称はレオパゲルまたはレオパドライでありひかりクレスト レオパは確認できない。名称変更・重複候補。
pet-reptile_amphibian-008,verified_active,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式両生類・爬虫類用飼料一覧でひかりクレストタートルを確認。
pet-reptile_amphibian-009,verified_active,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式両生類・爬虫類用飼料一覧でひかりベルツノを確認。
pet-reptile_amphibian-010,verified_active,https://www.kyorin-net.co.jp/turtle/index.html,official_product_lineup,2026-07-18,公式両生類・爬虫類用飼料一覧でひかりウーパールーパーを確認。
pet-reptile_amphibian-011,verified_active,https://product.gex-fp.co.jp/p_manuals/987/ReptileHeat2024.pdf,official_manual,2026-07-18,ジェックス公式取扱説明書でレプタイルヒートを確認。
pet-reptile_amphibian-023,verified_active,https://www.gex-fp.co.jp/exoterra/blog/products/rainforest-forestbark/,official_product_page,2026-07-18,Exo Terra公式記事でフォレストバークを確認。
pet-dog-017,discontinued,https://www.npf.co.jp/news/detail/11,official_discontinuation_notice,2026-07-18,日本ペットフード公式の終売告知でコンボ ドッグ やわらかソフトの販売終了を確認。
pet-dog-033,verified_active,https://www.inaba-petfood.co.jp/product/dog/,official_product_catalog,2026-07-18,いなば公式ドッグフードカタログでちゅ～るごはんシリーズを確認。
pet-dog-038,verified_active,https://www.inaba-petfood.co.jp/product/dog/,official_product_catalog,2026-07-18,いなば公式ドッグフードカタログでちゅ～るビッツシリーズを確認。
pet-dog-039,verified_active,https://www.inaba-petfood.co.jp/product/detail/%E3%81%A1%E3%82%85%EF%BD%9E%E3%82%8B%E3%83%9C%E3%83%BC%E3%83%AB/11036,official_product_page,2026-07-18,いなば公式商品ページでちゅ～るボール とりささみ チーズ入りを確認。プロダクトはとりささみとして統合。
pet-dog-013,not_found_official,https://www.npf.co.jp/dog-products/combo_dry,official_product_catalog,2026-07-18,公式現行コンボ ドッグ一覧に子犬用の掲載を確認できない。終売または名称変更候補。
pet-dog-014,not_found_official,https://www.npf.co.jp/dog-products/combo_dry,official_product_catalog,2026-07-18,公式現行コンボ ドッグ一覧に7歳以上の掲載を確認できない。終売または名称変更候補。
pet-dog-015,verified_active,https://www.npf.co.jp/dog-products/combo_dry,official_product_catalog,2026-07-18,公式現行コンボ ドッグ一覧で11歳以上を確認。
pet-dog-016,verified_active,https://www.npf.co.jp/dog-products/combo_dry,official_product_catalog,2026-07-18,公式現行コンボ ドッグ一覧で低脂肪を確認。
pet-dog-020,not_found_official,https://www.npf.co.jp/dog-products/combo_present_oyatsu,official_product_catalog,2026-07-18,公式カテゴリの表記はコンボプレゼント おやつでありドライフードとしては確認できない。分類誤りまたは終売候補。
pet-dog-022,not_found_official,https://www.npf.co.jp/dog-products/vita_one_dry,official_product_catalog,2026-07-18,公式現行ビタワン一覧に該当する商品名を確認できない。終売または名称変更候補。
pet-dog-023,not_found_official,https://www.npf.co.jp/dog-products/vita_one_kun_soft,official_product_catalog,2026-07-18,公式現行ビタワン君一覧にささみ入りミニ粒を確認できない。終売または名称変更候補。
pet-aquarium_fish-007,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧で咲ひかり金魚 色揚用を確認。
pet-aquarium_fish-008,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧で咲ひかり金魚 艶姿を確認。
pet-aquarium_fish-009,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧で咲ひかり金魚 育成用を確認。
pet-aquarium_fish-010,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でパラクリア ディスクを確認。
pet-aquarium_fish-011,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にひかりクレスト テトラを確認できない。
pet-aquarium_fish-012,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でひかりクレスト コリドラスを確認。
pet-aquarium_fish-013,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でひかりクレスト プレコを確認。
pet-aquarium_fish-014,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でひかりクレスト ディスカスを確認。
pet-aquarium_fish-015,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でひかりクレスト グッピーを確認。
pet-aquarium_fish-016,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でひかりクレスト キャットを確認。
pet-aquarium_fish-017,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にひかりクレスト シクリッドを確認できない。
pet-aquarium_fish-018,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でひかりクレスト ミニキャットを確認。
pet-aquarium_fish-019,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にひかりクレスト フレークを確認できない。
pet-aquarium_fish-020,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でシクリッドエクセルを確認。
pet-aquarium_fish-021,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でシクリッドバイオゴールドを確認。
pet-aquarium_fish-022,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にブラッドレッドパロットプラスを確認できない。
pet-aquarium_fish-023,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でネオプロスを確認。
pet-aquarium_fish-044,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でパラクリア パウダーを確認。
pet-aquarium_fish-045,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧でパラクリア 顆粒を確認。
pet-aquarium_fish-048,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式商品一覧で観賞魚用メチレンブルー液を確認。
pet-aquarium_fish-049,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にニューグリーンFを確認できない。
pet-aquarium_fish-050,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にグリーンFゴールド顆粒を確認できない。
pet-aquarium_fish-051,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にアグテンを確認できない。
pet-aquarium_fish-052,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にカミハタ カルキ抜きを確認できない。メーカー不整合候補。
pet-aquarium_fish-053,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-18,キョーリン公式現行商品一覧にひかりウェーブ 濾材を確認できない。
pet-small_mammal-002,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にひかりハムハム 寿を確認できない。
pet-small_mammal-003,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にひかりハムハム クッキーを確認できない。
pet-small_mammal-004,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にハムスターの主食を確認できない。
pet-small_mammal-005,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にハムスターの主食 スペシャルを確認できない。
pet-small_mammal-006,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にハムスターのまんまを確認できない。
pet-small_mammal-007,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にハムスターのまんま スペシャルを確認できない。
pet-small_mammal-008,verified_active,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式商品一覧でリックゼリーを確認。
pet-small_mammal-010,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にひかりハリネズ 群れのごちそうを確認できない。
pet-bird-005,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にキラピピ 手乗り文鳥を確認できない。キラピピ フィンチへの統合候補。
pet-bird-009,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にひかり 鳥のエサを確認できない。
pet-bird-010,not_found_official,https://www.kyorin-net.co.jp/product/index.html,official_product_catalog,2026-07-19,キョーリン公式現行商品一覧にひかり 鳥のエサ 皮つきを確認できない。
pet-dog-011,verified_active,https://www.npf.co.jp/dog-products/beautypro-dry,official_product_catalog,2026-07-19,日本ペットフード公式商品一覧でビューティープロ ドッグ パウダフル 成犬用を確認。
pet-dog-012,not_found_official,https://www.npf.co.jp/dog-products/beautypro-dry,official_product_catalog,2026-07-19,日本ペットフード公式現行商品一覧にビューティープロ ドッグ パウダフル 10歳以上を確認できない。
pet-dog-018,not_found_official,https://www.npf.co.jp/dog-products/combo_dry,official_product_catalog,2026-07-19,日本ペットフード公式現行商品一覧にコンボ ピュア ドッグ 野菜・厳選チーズ入りを確認できない。
pet-dog-019,not_found_official,https://www.npf.co.jp/dog-products/combo_dry,official_product_catalog,2026-07-19,日本ペットフード公式現行商品一覧にコンボ ピュア ドッグ 鶏肉・野菜入りを確認できない。
pet-dog-025,not_found_official,https://www.dbfpet.co.jp/product-info/,official_product_catalog,2026-07-19,デビフ公式現行商品一覧にささみ＆レバーミンチ 乳酸菌入りを確認できない。
pet-dog-026,not_found_official,https://www.dbfpet.co.jp/product-info/,official_product_catalog,2026-07-19,デビフ公式現行商品一覧に牛肉ミンチを確認できない。
pet-dog-027,not_found_official,https://www.dbfpet.co.jp/product-info/,official_product_catalog,2026-07-19,デビフ公式現行商品一覧に牛肉ミンチ 野菜入りを確認できない。
pet-dog-028,not_found_official,https://www.dbfpet.co.jp/product-info/,official_product_catalog,2026-07-19,デビフ公式現行商品一覧に馬肉のスープ煮を確認できない。
pet-dog-029,not_found_official,https://www.dbfpet.co.jp/product-info/,official_product_catalog,2026-07-19,デビフ公式現行商品一覧に鶏肉＆野菜を確認できない。
pet-dog-030,not_found_official,https://www.dbfpet.co.jp/product-info/,official_product_catalog,2026-07-19,デビフ公式現行商品一覧にシニア犬の食事 ささみ＆すりおろし野菜を確認できない。
pet-dog-031,not_found_official,https://www.dbfpet.co.jp/product-info/,official_product_catalog,2026-07-19,デビフ公式現行商品一覧に子犬の離乳食を確認できない。
pet-dog-032,not_found_official,https://www.dbfpet.co.jp/product-info/,official_product_catalog,2026-07-19,デビフ公式現行商品一覧にカロリーエースプラス 犬用流動食を確認できない。
pet-dog-034,not_found_official,https://www.inaba-petfood.co.jp/product/dog/,official_product_catalog,2026-07-19,Unicode正規化済みの公式現行カタログでちゅ～るごはん とりささみ・緑黄色野菜を確認できない。
pet-dog-035,not_found_official,https://www.inaba-petfood.co.jp/product/dog/,official_product_catalog,2026-07-19,Unicode正規化済みの公式現行カタログでちゅ～る とりささみを確認できない。
pet-dog-036,not_found_official,https://www.inaba-petfood.co.jp/product/dog/,official_product_catalog,2026-07-19,Unicode正規化済みの公式現行カタログでちゅ～る とりささみ チーズ入りを確認できない。
pet-dog-037,not_found_official,https://www.inaba-petfood.co.jp/product/dog/,official_product_catalog,2026-07-19,Unicode正規化済みの公式現行カタログでちゅ～る とりささみ 緑黄色野菜入りを確認できない。
pet-dog-040,not_found_official,https://www.inaba-petfood.co.jp/product/dog/,official_product_catalog,2026-07-19,Unicode正規化済みの公式現行カタログで国産いなば 総合栄養食 チキン・野菜入りを確認できない。
pet-rabbit-020,discontinued,https://www.npf.co.jp/news,official_discontinuation_notice,2026-07-19,日本ペットフード公式お知らせ一覧でラビットフード ヘルシープレミアムの終売告知を確認。
pet-reptile_amphibian-021,verified_active,https://product.gex-fp.co.jp/exoterra/?m=ProductList&cid=417,official_product_catalog,2026-07-19,GEX公式床材一覧でデザートサンド レッドを確認。色を除くプロダクトとして統合。
pet-reptile_amphibian-025,verified_active,https://product.gex-fp.co.jp/exoterra/?m=ProductList&cid=417,official_product_catalog,2026-07-19,GEX公式床材一覧でテラリウムソイルを確認。
pet-small_mammal-012,not_found_official,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,official_product_catalog,2026-07-19,イースター公式現行ラインアップにハムスターセレクション パフォーマンスを確認できない。
pet-small_mammal-013,not_found_official,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,official_product_catalog,2026-07-19,イースター公式現行ラインアップにモルモットセレクション シニアを確認できない。
pet-reptile_amphibian-012,verified_active,https://product.gex-fp.co.jp/exoterra/?cid=404&m=ProductList,official_product_catalog,2026-07-19,GEX公式ライティング一覧でヒートグローを確認。ワット数違いは統合。
pet-reptile_amphibian-013,verified_active,https://product.gex-fp.co.jp/exoterra/?cid=404&m=ProductList,official_product_catalog,2026-07-19,GEX公式ライティング一覧でサングローシリーズを確認。ワット数違いは統合。
pet-reptile_amphibian-014,verified_active,https://product.gex-fp.co.jp/exoterra/?cid=402&m=ProductList,official_product_catalog,2026-07-19,GEX公式UV球一覧でナチュラルライトを確認。ワット数違いは統合。
pet-reptile_amphibian-015,not_found_official,https://product.gex-fp.co.jp/exoterra/?cid=402&m=ProductList,official_product_catalog,2026-07-19,GEX公式現行UV球一覧にレプティグローを確認できない。現行掲載はレプタイルUVB。
pet-reptile_amphibian-016,not_found_official,https://product.gex-fp.co.jp/exoterra/?cid=402&m=ProductList,official_product_catalog,2026-07-19,GEX公式現行UV球一覧にレプティソーラーを確認できない。現行掲載はソーラーグローUV。
pet-reptile_amphibian-017,verified_active,https://product.gex-fp.co.jp/exoterra/?cid=406&m=ProductList,official_product_catalog,2026-07-19,GEX公式保温器具一覧でヒーティングトップを確認。サイズ違いは統合。
pet-reptile_amphibian-018,verified_active,https://product.gex-fp.co.jp/exoterra/?cid=405&m=ProductList,official_product_catalog,2026-07-19,GEX公式照明器具一覧でライトドームを確認。サイズ違いは統合。
pet-reptile_amphibian-019,verified_active,https://product.gex-fp.co.jp/exoterra/?cid=405&m=ProductList,official_product_catalog,2026-07-19,GEX公式照明器具一覧でクリップスタンド グロースタンドを確認。
pet-reptile_amphibian-020,not_found_official,https://product.gex-fp.co.jp/exoterra/?cid=406&m=ProductList,official_product_catalog,2026-07-19,GEX公式現行保温器具一覧にサーモスタットを商品名として確認できない。現行掲載はイージーグローサーモとタイマーサーモ。
pet-reptile_amphibian-022,not_found_official,https://product.gex-fp.co.jp/exoterra/?cid=417&m=ProductList,official_product_catalog,2026-07-19,GEX公式現行床材一覧にサンドマットを確認できない。
